iteration,train_rmse,eval_rmse
101,0.03608390127418992,0.08623075498622
102,0.03592421490191833,0.0861699624755891
103,0.0357499721858179,0.08608999094638886
104,0.03564986202728126,0.08605802185567055
105,0.03555720435057892,0.08604884087918696
106,0.03532669864813037,0.08602047588457112
107,0.03514720899866362,0.08591661665496089
108,0.03509986185073392,0.08591358581962309
109,0.03504546373644838,0.08592002444756051
110,0.03473093621306092,0.08581985607726844
111,0.0345267156970674,0.08573288248581232
112,0.03445575711001776,0.08575247130383176
113,0.03419173201063538,0.08565357940714373
114,0.03408174324449312,0.08560984228518254
115,0.03402339284789001,0.08561985826456577
116,0.03379226935077498,0.08551007972353829
117,0.03360542059840588,0.0853853431552933
118,0.03339374291146801,0.0852198026170962
119,0.03335221301128961,0.08522359219504272
120,0.03328974823478571,0.08522707005180864
121,0.03311104596763055,0.08522665724400254
122,0.03294744161509144,0.08514194939811578
123,0.03277684409285464,0.08498453718621858
124,0.03264608705643125,0.08494410532656788
125,0.03257028410077979,0.08493912488639382
126,0.0324201529518159,0.08485801078186932
127,0.03238223559672099,0.08483373964593452
128,0.03231633039752232,0.08484680812938938
129,0.0322592170635088,0.08482941052137405
130,0.03215005020763773,0.0848010597329467
131,0.03203458065458623,0.08471384033001061
132,0.03198150980544139,0.08468736909318342
133,0.03180408261223972,0.08462917591394788
134,0.03173563185409191,0.08464080901093475
135,0.03165536331537441,0.0846274048728272
136,0.03149332640882598,0.08449184805992051
137,0.03143455931986971,0.08450323377697125
138,0.03128668490375652,0.08435346233922023
139,0.03110304347548909,0.08431351751048365
140,0.03103101949797858,0.08430553362683513
141,0.03099544028033704,0.08431660408857834
142,0.03080083414081542,0.0842243768804238
143,0.03066323167527962,0.08407723592878988
144,0.03055710935670149,0.08398044855314017
145,0.03040733847624297,0.08394731779822213
146,0.03029824421274569,0.08391391391657778
147,0.03023160669763072,0.08390706429843824
148,0.0300930589990587,0.0838855681374549
149,0.0299055870143785,0.08375090043820291
150,0.02976382795639121,0.08362957786697721
151,0.02965535537321819,0.08360192348207497
152,0.02961765326429025,0.08361352380596629
153,0.02952620350919496,0.08357767145286647
154,0.02933083210025104,0.08359515723606857
155,0.02913934489017595,0.08353119055089024
156,0.02902997829031284,0.08348763189200366
157,0.02890112056834978,0.08344066221715009
158,0.02876696520582796,0.08345307047215687
159,0.02872234589699159,0.08343079915920414
160,0.02857412891851869,0.08341350897278765
161,0.02845892673608614,0.08340973246194218
162,0.02836320796614926,0.08334819946003234
163,0.02830113779484667,0.08334447361133523
164,0.02825488794559526,0.08337148623668637
165,0.02817308331311583,0.08339017751902744
166,0.02806562028537765,0.08337745435394632
167,0.02790372218460929,0.0833617493038628
168,0.02784467470666173,0.08337382330956065
169,0.02766664605947359,0.08327299877472553
170,0.02756999234201222,0.08325740564958929
171,0.02752443057846524,0.08326091784132571
172,0.02737693958295147,0.08325117656126228
173,0.02729760228964013,0.08324170132920386
174,0.02720177683946435,0.08320205601735249
175,0.02709982854049049,0.08317106147083492
176,0.02700557403104916,0.08315763747216348
177,0.0269265675076536,0.0831272640955263
178,0.02685247176706197,0.08310782296848605
179,0.02674586859818157,0.08311132257086154
180,0.02670533592792888,0.08311404476773183
181,0.02664000516680755,0.08312595460017011
182,0.02648330293506769,0.08310655939731067
183,0.0263918170097033,0.08304977174721428
184,0.02626515509840989,0.08305110706564221
185,0.0262295126939187,0.08304700924746213
186,0.02612099383813394,0.0830038658150455
187,0.0260345729613889,0.08299215401653928
188,0.02592252678570887,0.08298539486090087
189,0.02583734857835471,0.08297378744776887
190,0.02571167405003107,0.08295006160786232
191,0.02563181679009279,0.08294649802411708
192,0.02559211920508693,0.08294866303116866
193,0.02549148696890181,0.08297744646478676
194,0.02539588547059322,0.08295422616611328
195,0.02533495273407074,0.08293106690671931
196,0.02518962291626095,0.08290129213451793
197,0.02510178508235474,0.08290957022655097
198,0.02500478472206526,0.08288226590257683
199,0.02496490578317302,0.0828817313628772
